name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,installed_cost_us_dollars_per_kw,installed_cost_us_dollars_per_kwh,comfort_result_time_setpoint_not_met_during_occupied_hours,size_kw,year_one_energy_cost_us_dollars,comfort_result_hours_out_of_comfort_bounds_PMV,year_one_bill_us_dollars,electricity_produced_kwh,water_qbft,size_kwh,natural_gas_kwh,electricity_kwh,comfort_result_time_setpoint_not_met_during_occupied_cooling,comfort_result_time_setpoint_not_met_during_occupied_heating
API Generated 2021-06-09 11:40:43 +0000,233106ec-aa02-464f-a56b-67d3dee63680,2021-06-09T11:40:47.346Z,2021-06-09T11:57:01.991Z,completed,completed normal,26.41793471,0.201950039,42.38754433,6111.88776,429.696142,230.0286209,2181,1456.622805,1774856.8,1477,2696246.69,19718391.39,120789.35,11128.52151,26229547.22,19718388.89,1419,762
API Generated 2021-06-09 13:43:08 +0000,1390a9c8-6e5e-4711-976c-d6f2b2e30e2e,2021-06-09T14:27:44.009Z,2021-06-09T14:42:07.764Z,completed,completed normal,26.73984112,0.740678289,49.27387532,7179.327573,1621.727416,806.2576299,2139,400.4120014,1983327.74,1343,3279849.08,20278131.39,125635.51,1185.582373,26201330.56,20278130.56,1376,763
API Generated 2021-06-08 21:41:52 +0000,ffbc9281-8574-482d-8184-991cb5747f86,2021-06-08T21:41:56.036Z,2021-06-08T21:57:59.791Z,completed,completed normal,23.41131874,0.952277895,44.21329466,4315.516178,1483.526875,769.1535345,2120,472.2167844,1920264.84,1336,3147981.72,19794337.22,122616.29,1742.314536,26220480.56,19794336.11,1356,764
API Generated 2021-06-08 23:51:45 +0000,a845c2be-0213-4fc1-9c76-cc4b01885949,2021-06-09T00:37:38.028Z,2021-06-09T00:52:05.142Z,completed,completed normal,25.51303451,0.994526619,49.90862889,7661.381547,1611.748546,837.2155751,2153,428.0063396,1981450.81,1340,3272579.32,20314625.83,126163.2,1282.014836,26185997.22,20314625,1390,763
API Generated 2021-06-09 02:29:27 +0000,ae1bbe69-da43-4740-989e-bf72d5d07eb6,2021-06-09T03:00:54.038Z,2021-06-09T03:16:11.418Z,completed,completed normal,28.68636292,0.760505519,48.9403208,7762.42018,675.5830755,572.6099442,2132,935.2864984,1815535.34,1339,2894131.27,20219313.61,124812.63,5146.446721,26197147.22,20219311.11,1369,763
API Generated 2021-06-09 07:04:46 +0000,afcf30b3-0be4-4c99-b355-308957534c6e,2021-06-09T07:36:36.959Z,2021-06-09T07:51:38.866Z,completed,completed normal,29.35338568,0.296354061,45.09593966,7262.876444,906.0651223,837.090734,2140,616.8403256,1918420.13,1395,3105921.66,19895076.67,121925.97,2865.036531,26213416.67,19895075,1377,763
API Generated 2021-06-09 11:57:18 +0000,6fcf87a9-08c7-4bd5-bd21-e77210e00a50,2021-06-09T12:55:04.388Z,2021-06-09T13:09:10.798Z,completed,completed normal,29.62059978,0.904148476,40.21279088,7709.293094,489.9704228,486.8215575,2091,1062.062109,1725595.34,1335,2669984.55,19934796.94,122331.17,7209.572073,26249280.56,19934794.44,1327,764
API Generated 2021-06-09 01:15:30 +0000,2679b08c-1d03-463f-8c3a-64aa4aba9b73,2021-06-09T02:12:34.049Z,2021-06-09T02:26:47.905Z,completed,completed normal,20.02209154,0.676282785,40.3885223,7482.718068,1451.073471,204.7635738,2066,1099.89031,1814387.76,1338,2769635.09,19747411.39,121690.46,9229.472328,26248897.22,19747411.11,1302,764
API Generated 2021-06-09 04:32:58 +0000,cd67eb01-f900-4532-8156-a29b48643e05,2021-06-09T05:17:36.424Z,2021-06-09T05:31:45.687Z,completed,completed normal,20.38549402,0.915362696,40.21133496,2923.716107,1407.874544,256.938825,2087,1161.493778,1789801.43,1334,2761589.6,19960524.44,124089.88,9714.928729,26251413.89,19960522.22,1324,763
API Generated 2021-06-09 07:20:50 +0000,6d0b8fa8-950a-4ee0-8280-5bea6b582c69,2021-06-09T08:05:49.358Z,2021-06-09T08:20:26.489Z,completed,completed normal,20.09483145,0.986172134,47.06356802,959.1660327,1422.546535,279.4005891,2101,1137.653416,1768334.08,1343,2730510.76,20467151.11,127454.35,9496.479154,26200772.22,20467150,1337,764
API Generated 2021-06-09 10:09:00 +0000,0d4e2d11-a03e-45ee-badb-78fb04fbbe08,2021-06-09T10:38:30.353Z,2021-06-09T10:52:56.135Z,completed,completed normal,26.78679683,0.861006466,48.68153371,7805.415603,1601.861382,827.9538096,2140,357.8469329,1993606.37,1342,3289494.53,20286064.17,125532.62,1056.493749,26195563.89,20286066.67,1375,765
API Generated 2021-06-08 23:19:42 +0000,211e3125-85c2-4259-8832-8ae2aa1588b1,2021-06-08T23:53:00.407Z,2021-06-09T00:07:57.972Z,completed,completed normal,21.24895914,0.254986146,48.87481658,740.344459,552.0272929,540.8139949,2153,1200.7036,1704737.79,1337,2688209.66,20434963.61,127299.86,6603.156004,26197444.44,20434963.89,1387,766
API Generated 2021-06-09 13:12:46 +0000,23542a4b-00a4-4126-bc6b-40dfef7bde4a,2021-06-09T13:28:21.564Z,2021-06-09T13:43:39.897Z,completed,completed normal,29.50657733,0.11060399,42.32367284,559.7413245,474.4100024,419.4936405,2603,1376.920939,1774286.85,2128,2752769.81,20045133.61,120645.04,9093.601092,26222152.78,20045136.11,1840,763
API Generated 2021-06-08 21:41:53 +0000,8df0b82c-0523-4281-9e81-99793fcc5c78,2021-06-08T22:27:19.801Z,2021-06-08T22:46:51.556Z,completed,completed normal,21.61352494,0.424666981,49.6969865,6777.152592,1327.737748,393.0914476,2145,1002.986882,1781761.11,1341,2811742.83,20425695.56,127263.83,6674.926116,26190627.78,20425694.44,1382,763
API Generated 2021-06-08 21:41:53 +0000,3a166a86-ce57-47dc-87d8-ebcca6d16966,2021-06-08T22:28:11.801Z,2021-06-08T22:46:26.773Z,completed,completed normal,21.24895914,0.285052236,48.87481658,764.8150218,552.0272929,529.5504868,2122,1228.180672,1711383.25,1337,2690504.85,20440588.06,127271.51,6871.122496,26180866.67,20440586.11,1357,765
API Generated 2021-06-09 04:00:55 +0000,57784864-6a56-4734-9bae-ab5d1cc64512,2021-06-09T04:00:57.733Z,2021-06-09T04:17:14.213Z,completed,completed normal,20.07116809,0.629474635,49.44225963,675.4929858,454.482022,219.2415838,2115,1523.113738,1770873.75,1339,2671010.83,20444980.83,127438.12,12553.54524,26197191.67,20444980.56,1349,766
API Generated 2021-06-09 08:36:33 +0000,1dd216c0-419f-403b-96f9-3317f6c31d34,2021-06-09T09:08:48.856Z,2021-06-09T09:23:41.316Z,completed,completed normal,20.22454309,0.140472164,48.9214643,1041.118822,422.135038,204.506815,2124,1715.537017,1778015.55,1334,2659428.83,20447280,127523.06,13992.72902,26204177.78,20447277.78,1359,765
API Generated 2021-06-09 05:32:13 +0000,53bf4024-ab95-4d51-b4d8-43ec5c44b413,2021-06-09T05:48:25.561Z,2021-06-09T06:03:39.941Z,completed,completed normal,25.88974856,0.166685825,40.97537762,6169.799452,428.6364868,217.6026242,2187,1453.859135,1798949,1513,2728229.37,19725929.72,120817.93,11436.57728,26243605.56,19725927.78,1423,764
API Generated 2021-06-09 13:12:46 +0000,5e249bb0-8e3f-4a47-b76a-54e92578b23d,2021-06-09T13:59:32.250Z,2021-06-09T14:14:17.154Z,completed,completed normal,26.21962811,0.920287136,41.68785507,6098.779521,427.7956256,212.0236822,2101,1472.965341,1748493.74,1334,2619193.45,19664660.56,121076.53,11630.08554,26240180.56,19664658.33,1334,767
API Generated 2021-06-09 01:30:08 +0000,a51a556c-6edc-48b0-8949-be4b88177ae9,2021-06-09T02:14:17.568Z,2021-06-09T02:28:48.121Z,completed,completed normal,20.74289395,0.36398709,49.56601115,1309.445185,455.1383874,489.9706061,2152,1286.9842,1706374.71,1340,2667692.66,20437583.89,127391.11,7492.823455,26205452.78,20437586.11,1389,763
API Generated 2021-06-09 10:40:04 +0000,463a20b8-78a6-434f-8f4f-c997bbb35bd5,2021-06-09T11:24:49.076Z,2021-06-09T11:39:44.586Z,completed,completed normal,29.87651687,0.168479125,47.27579153,545.7165115,1432.097257,218.8867073,2081,1221.819664,1732137.39,1341,2666832.73,20196915.56,124399.61,10647.07337,26190744.44,20196916.67,1315,766
API Generated 2021-06-09 10:09:01 +0000,156fbe57-af3f-423c-868c-d7650eb35c36,2021-06-09T11:08:50.485Z,2021-06-09T11:22:59.608Z,completed,completed normal,26.02292348,0.52976324,40.55447918,7432.437943,1037.623381,811.2674125,2086,574.7713168,1887733.84,1336,3069394.23,19620240.56,120509.62,2446.273674,26253805.56,19620238.89,1318,768
API Generated 2021-06-09 06:03:46 +0000,92cb0552-60ea-4a85-87c8-d651899bf8ad,2021-06-09T06:48:04.581Z,2021-06-09T07:02:26.988Z,completed,completed normal,29.63859356,0.689477402,46.54585806,7570.739581,481.8765493,475.5027164,2097,1106.695685,1739692.8,1343,2718172.77,20028230.83,124045.47,6679.43844,26202069.44,20028230.56,1335,762
API Generated 2021-06-09 07:04:46 +0000,fe979124-e241-4927-a977-4d994f1810d3,2021-06-09T07:49:58.327Z,2021-06-09T08:04:24.019Z,completed,completed normal,29.81216762,0.746097337,48.130619,1143.09222,482.3621278,608.9870834,2131,1079.785179,1767220.78,1342,2816254.17,20195698.33,124539.07,5535.205086,26185891.67,20195697.22,1368,763
API Generated 2021-06-09 08:36:32 +0000,a25f4afc-10a2-446b-9c99-b43398ff01b5,2021-06-09T08:36:33.470Z,2021-06-09T08:53:01.651Z,completed,completed normal,29.9289471,0.564907847,48.33894883,697.36339,419.07144,209.7597075,2129,1754.903728,1744061.15,1342,2613327.31,20181227.5,124288.2,14317.21435,26183591.67,20181225,1367,762
API Generated 2021-06-09 07:04:46 +0000,d7526fae-ebec-48a9-8b0c-e2daecf7d517,2021-06-09T07:50:19.220Z,2021-06-09T08:05:19.563Z,completed,completed normal,20.20691173,0.959613261,48.52097218,999.8586091,1320.857382,209.5771998,2132,1304.694639,1750572.15,1339,2680143.93,20451498.61,127497.51,11090.02476,26182400,20451497.22,1365,767
API Generated 2021-06-09 02:46:02 +0000,c9abec6a-d1ed-4781-a9f9-2557b8492f67,2021-06-09T03:31:25.256Z,2021-06-09T03:46:02.327Z,completed,completed normal,20.10229671,0.145732236,40.62900156,2237.688426,776.9082493,815.0076484,2398,670.5037308,1930852.19,1836,3163973.93,20141758.89,123278.73,2863.062932,26249997.22,20141758.33,1635,763
API Generated 2021-06-09 11:40:43 +0000,a2175869-1a70-4506-ac2b-07bb6a2e29a7,2021-06-09T12:26:45.665Z,2021-06-09T12:41:53.278Z,completed,completed normal,23.24658611,0.114051377,48.73468939,5732.480522,1447.854726,789.0072424,2128,433.5489457,1980108.98,1336,3267920.4,20396493.89,126889.28,1452.993594,26196441.67,20396491.67,1366,762
API Generated 2021-06-09 02:29:27 +0000,e29980a5-e580-44a3-9be6-9ad2fe6a06e8,2021-06-09T02:29:31.082Z,2021-06-09T02:45:52.610Z,completed,completed normal,21.13364623,0.897745419,40.53937716,4534.218682,1452.26129,402.7967493,2103,910.7360961,1801632.82,1335,2838014.98,19833295.83,122940.01,6382.144867,26255491.67,19833294.44,1336,767
API Generated 2021-06-09 13:12:46 +0000,aa401649-5e1b-4617-93dd-7460a5989482,2021-06-09T14:10:40.046Z,2021-06-09T14:24:55.428Z,completed,completed normal,20.76229075,0.769254641,40.17981202,5262.142351,1631.705071,280.0402284,2098,1031.896818,1797116.89,1339,2788747.17,19812126.39,122539.19,8164.394768,26237550,19812125,1332,766
API Generated 2021-06-09 02:29:27 +0000,cf16b0b0-c167-4164-a4f3-9c3e933c0c11,2021-06-09T02:29:28.335Z,2021-06-09T02:45:45.519Z,completed,completed normal,29.93408365,0.14377931,43.01287222,1339.510008,1140.629705,652.151466,2488,835.7299144,1840471.51,1912,3006597.88,20077961.67,121784.57,4197.653642,26215138.89,20077961.11,1723,765
API Generated 2021-06-09 02:29:27 +0000,2c469ba0-f782-42e7-b036-6cb4754cb06d,2021-06-09T03:01:19.689Z,2021-06-09T03:16:29.568Z,completed,completed normal,20.10149949,0.708336746,41.03643992,7221.229546,875.1465252,431.7555314,2103,989.6153999,1826302.66,1338,2814224.08,19750227.22,121874.17,7396.191899,26250119.44,19750227.78,1338,765
API Generated 2021-06-08 21:58:13 +0000,b59338e7-21d4-482f-a372-cf2196836eda,2021-06-08T22:47:00.614Z,2021-06-08T23:02:30.592Z,completed,completed normal,23.61394737,0.480282373,47.72757461,5998.561075,468.8385769,660.0577779,2118,1169.644468,1737920.89,1342,2769005.51,20403335.56,126692.47,5499.849274,26185450,20403333.33,1353,765
API Generated 2021-06-09 08:36:33 +0000,62f1a6bf-ee46-4cbb-bfb9-48bf54dcf6d8,2021-06-09T08:52:34.100Z,2021-06-09T09:08:32.178Z,completed,completed normal,25.47369371,0.119822435,48.48853983,5578.590296,465.3705249,837.2155751,2110,752.8594321,1907616.89,1342,3093641.64,20330553.61,126162.7,2674.475952,26187108.33,20330555.56,1347,763
API Generated 2021-06-09 04:32:28 +0000,3575279e-4705-4fe6-88e9-ddc71c903e99,2021-06-09T05:17:05.349Z,2021-06-09T05:32:05.708Z,completed,completed normal,20.4006421,0.538616842,49.68312059,544.1542865,464.938918,203.9987799,2114,1640.520325,1769799.96,1340,2656139.54,20440179.72,127431.9,13445.5017,26194694.44,20440180.56,1351,763
API Generated 2021-06-09 02:46:12 +0000,34f88c60-bd40-4a51-93ab-984bb6746d98,2021-06-09T03:43:14.410Z,2021-06-09T03:57:34.872Z,completed,completed normal,29.92462337,0.956482193,47.76877218,7870.099651,479.8069651,696.3709571,2106,898.6987947,1836190.61,1337,2961853.45,20199397.22,124347.15,3887.981599,26193802.78,20199397.22,1342,764
API Generated 2021-06-09 08:36:33 +0000,1f7fd3b3-eb83-4e99-a6bd-6f051b63ae4f,2021-06-09T08:36:35.899Z,2021-06-09T08:52:32.053Z,completed,completed normal,24.8667507,0.601489788,42.48746462,603.9890065,906.0651223,369.4674181,2096,1227.185892,1735543.29,1339,2694343.35,20040108.89,124932.3,8801.105065,26222605.56,20040108.33,1335,761
API Generated 2021-06-09 07:04:46 +0000,25d150e4-25a8-48a1-ae79-84f51c1bac8c,2021-06-09T07:21:20.830Z,2021-06-09T07:36:19.734Z,completed,completed normal,25.88974856,0.166685825,41.59263585,6098.779521,429.696142,245.3381926,2220,1446.15784,1785252.34,1521,2712609.63,19725495.83,120793.65,11234.49795,26231236.11,19725494.44,1457,763
API Generated 2021-06-09 04:31:18 +0000,45300f17-a046-45b7-aa86-2d8c7ad0183e,2021-06-09T05:15:27.599Z,2021-06-09T05:29:58.066Z,completed,completed normal,21.43190786,0.294512288,47.79274046,5083.047773,651.0042928,752.4184324,2090,780.3406361,1908860.15,1342,3086975.16,20451824.44,127341.78,2889.21308,26192966.67,20451822.22,1327,763
API Generated 2021-06-09 04:00:55 +0000,b3710385-9fae-4949-aaef-b6337e933133,2021-06-09T04:32:50.899Z,2021-06-09T04:47:39.569Z,completed,completed normal,29.1713289,0.636522462,48.13676319,7390.253305,992.6141511,829.3446849,2106,486.9182952,1959001.31,1336,3209018.28,20225281.39,124666.99,1768.799869,26191322.22,20225280.56,1341,765
API Generated 2021-06-09 08:36:33 +0000,4335b144-144b-4549-9170-397e8340dafe,2021-06-09T08:52:51.096Z,2021-06-09T09:08:22.753Z,completed,completed normal,29.93055841,0.637931962,49.7385083,561.88495,419.5670194,208.2713567,2117,1738.441082,1744224.45,1338,2617215.79,20157222.78,124317.26,14162.98539,26193294.44,20157222.22,1354,763
API Generated 2021-06-09 10:09:01 +0000,7ad9ecc5-dee2-4c27-82ae-98925d1aa4a5,2021-06-09T10:55:44.790Z,2021-06-09T11:10:56.823Z,completed,completed normal,26.30645315,0.114051377,41.77393292,544.5474767,418.9685502,216.9376895,2603,1600.60578,1737900.62,2125,2640458.46,20103520,121738.57,12536.61861,26226744.44,20103522.22,1840,763
API Generated 2021-06-09 08:36:33 +0000,77651ad8-3d1a-4f3c-b770-31d5e28b6fe8,2021-06-09T09:23:10.916Z,2021-06-09T09:38:00.846Z,completed,completed normal,28.34517779,0.132594146,40.58845342,564.9591065,431.0248842,230.2296494,2561,1741.277697,1721616.01,2038,2614443.07,20094797.78,121542.42,13087.5677,26233605.56,20094797.22,1794,767
API Generated 2021-06-09 11:40:43 +0000,0fdc7d94-1558-4467-bffe-957a27397284,2021-06-09T11:40:48.174Z,2021-06-09T11:56:39.207Z,completed,completed normal,24.2880068,0.131791943,41.98360225,5797.034322,436.6460839,225.9787559,2245,1470.605564,1773842.53,1578,2691147.51,19765030.56,120967.66,11525.16553,26230750,19765030.56,1482,763
API Generated 2021-06-09 10:25:45 +0000,eb16a1ad-be03-424e-8666-591a9e4712ae,2021-06-09T11:10:56.973Z,2021-06-09T11:25:50.295Z,completed,completed normal,26.37120875,0.736665512,40.30465162,6123.618041,1232.929945,244.1660412,2071,1142.814475,1779152.5,1338,2707256.27,19654438.61,120929.54,9377.25209,26257063.89,19654436.11,1305,766
API Generated 2021-06-09 13:12:46 +0000,ca339e63-f185-4edd-848f-b172188e4f6f,2021-06-09T13:29:19.004Z,2021-06-09T13:44:27.099Z,completed,completed normal,20.02344157,0.128191392,48.74577413,7416.348249,1665.707044,820.0766583,2166,391.2061615,1999011.37,1339,3307938.47,20452729.44,127416.81,1130.698827,26180980.56,20452727.78,1399,767
API Generated 2021-06-08 23:19:42 +0000,f554c9ec-5e20-4e3c-a470-45f927b58867,2021-06-08T23:35:47.574Z,2021-06-08T23:53:45.080Z,completed,completed normal,22.35637155,0.844103553,42.60782974,2859.127899,1624.759429,267.7261939,2081,1010.299081,1803381.36,1337,2804746.88,19918147.78,123799.34,8325.151733,26232086.11,19918147.22,1319,762
API Generated 2021-06-09 13:12:46 +0000,89ce7d83-fe10-4ead-b358-b56b0a3a6639,2021-06-09T13:12:49.035Z,2021-06-09T13:28:21.433Z,completed,completed normal,20.26486003,0.935192986,48.21387627,6836.095625,1515.712551,807.4006097,2112,413.6655946,1993262.73,1335,3290587.8,20459380.56,127509.98,1320.024656,26184058.33,20459377.78,1348,764
API Generated 2021-06-09 07:21:15 +0000,3808f73e-4776-47ff-9b51-4ac15d0aabe9,2021-06-09T08:06:12.463Z,2021-06-09T08:21:44.304Z,completed,completed normal,20.02319329,0.825180054,48.50969564,522.5129176,1421.759086,228.9128214,2120,1194.017449,1739607.04,1338,2688149.74,20462269.44,127559.74,10079.04969,26183922.22,20462269.44,1356,764
API Generated 2021-06-08 22:12:21 +0000,2837ee2c-114a-40a3-8f23-5b71ac07d396,2021-06-08T23:01:17.067Z,2021-06-08T23:19:27.934Z,completed,completed normal,29.03263968,0.825444366,45.24438483,5493.78545,1234.815052,484.9034535,2105,741.8299031,1857660.13,1340,2918435.79,19837653.06,121875.58,4678.391034,26206272.22,19837652.78,1340,765
API Generated 2021-06-08 23:19:42 +0000,f2d04a5f-1ac7-4add-b6cc-e8c8864049f9,2021-06-09T00:09:08.082Z,2021-06-09T00:24:31.637Z,completed,completed normal,29.37140058,0.185978871,43.98903698,2109.341328,1031.237628,691.2250358,2362,734.5413946,1874053.15,1717,3070868.13,19989565,121963.62,3467.306596,26218627.78,19989563.89,1597,765
API Generated 2021-06-09 10:40:24 +0000,610d76d5-3e20-45dd-9687-8d270df4e1fc,2021-06-09T11:25:17.433Z,2021-06-09T11:40:00.531Z,completed,completed normal,20.37400266,0.14562396,40.35414934,5072.345317,422.0152855,247.0195605,2245,1585.846038,1756387.35,1607,2667959.81,19902483.33,122020.07,11961.66814,26256233.33,19902486.11,1483,762
API Generated 2021-06-09 11:40:43 +0000,865bdce9-3a05-40b9-8a6d-92a3de2df0ce,2021-06-09T11:56:48.693Z,2021-06-09T12:11:56.038Z,completed,completed normal,27.3235498,0.11487691,40.42376225,7788.04231,1063.251707,822.7585997,2168,616.8514976,1885481.04,1484,3065821.05,19618305.83,119381.58,2640.750836,26254338.89,19618305.56,1405,763
API Generated 2021-06-09 07:36:28 +0000,916cc974-733f-490d-b956-d8b5a52be954,2021-06-09T08:21:23.506Z,2021-06-09T08:36:08.538Z,completed,completed normal,20.32653879,0.575327315,49.26085686,709.0788089,426.1736867,211.3021086,2149,1687.762479,1762877.78,1345,2642479.45,20446330,127445.36,13654.14426,26200555.56,20446330.56,1385,764
API Generated 2021-06-09 04:00:55 +0000,92a0772f-9bd0-413f-a1dd-6ea0ec49b8b4,2021-06-09T04:00:59.355Z,2021-06-09T04:17:34.312Z,completed,completed normal,20.43063736,0.77704815,47.98388027,662.9732868,655.8362327,404.036833,2112,1398.400797,1695557.68,1337,2620899.26,20451073.06,127500.93,8992.412366,26196977.78,20451075,1349,763
API Generated 2021-06-09 05:32:13 +0000,b87f0780-c00d-41d6-8b03-c200c7879c34,2021-06-09T05:32:15.842Z,2021-06-09T05:48:25.342Z,completed,completed normal,20.1657237,0.962522752,47.26934327,959.1660327,1390.431704,209.5771998,2127,1205.741765,1757830.59,1342,2703969.88,20477113.89,127532.43,10512.69972,26183680.56,20477116.67,1362,765
API Generated 2021-06-09 07:04:45 +0000,50a3faea-9b80-4b0f-b919-52cc1fb2ad49,2021-06-09T07:04:49.933Z,2021-06-09T07:21:23.949Z,completed,completed normal,20.12421094,0.677874918,47.53142609,668.4411466,439.5479217,283.1089221,2117,1548.897368,1750642.23,1342,2652602.68,20469975.28,127473.69,11691.64643,26183161.11,20469975,1354,763
API Generated 2021-06-09 10:41:05 +0000,0dbe6c1f-8ea9-4622-af9b-c45ebe4010d4,2021-06-09T11:25:56.007Z,2021-06-09T11:40:17.591Z,completed,completed normal,22.81450905,0.699427503,40.3885223,4156.707935,1523.766342,256.938825,2054,1063.067076,1764515.99,1334,2738918.31,19812763.33,122708.55,8411.014667,26261175,19812761.11,1288,766
API Generated 2021-06-09 13:12:46 +0000,9f9068cd-b2cb-4f86-aeab-172fbbfea7c8,2021-06-09T13:43:26.493Z,2021-06-09T13:58:21.995Z,completed,completed normal,27.10323854,0.200299044,41.59263585,1377.39942,437.635147,242.3712541,2348,1565.104566,1723304.45,1720,2649704.47,20051303.06,122669.87,12119.5228,26230808.33,20051302.78,1584,764
API Generated 2021-06-09 04:00:55 +0000,6f55559f-6bdb-439b-85e0-4f6102427fbd,2021-06-09T04:46:49.849Z,2021-06-09T05:00:57.131Z,completed,completed normal,24.23107306,0.782745973,40.29700929,5013.620357,1381.982519,310.7450884,2061,1054.000258,1763878.35,1339,2736389.43,19733473.89,121889.47,8308.363553,26240244.44,19733472.22,1296,765
API Generated 2021-06-09 04:00:55 +0000,12535854-e9dc-4f69-973d-982f45d98826,2021-06-09T04:47:04.443Z,2021-06-09T05:01:36.636Z,completed,completed normal,25.88974856,0.173137231,41.59263585,7231.565527,436.6412526,237.3254814,2157,1517.215377,1771743.71,1463,2672567.78,19667346.67,120467.08,11829.23301,26225566.67,19667344.44,1393,764
API Generated 2021-06-09 02:46:12 +0000,e3b6188b-4249-4859-b4ba-2856ca5eb85f,2021-06-09T03:43:42.019Z,2021-06-09T03:58:26.985Z,completed,completed normal,20.09051803,0.269000216,49.10594515,1159.490017,593.8490078,208.7455718,2095,1599.614816,1756644.49,1341,2643792.82,20443593.33,127490.73,12978.42061,26191666.67,20443591.67,1332,763
API Generated 2021-06-09 08:36:33 +0000,06501849-40e3-4040-8431-ddcb591e5b8d,2021-06-09T08:36:36.371Z,2021-06-09T08:52:56.242Z,completed,completed normal,29.80853968,0.12019446,44.22179119,5226.347586,1160.430076,835.6579199,2360,489.6946936,1944230.96,1749,3197656.16,20034093.33,121495.9,1630.098899,26213683.33,20034094.44,1599,761
API Generated 2021-06-09 08:36:33 +0000,7ea21107-6eba-4543-97b8-efc1110c7b3a,2021-06-09T08:36:33.709Z,2021-06-09T08:52:36.639Z,completed,completed normal,23.67736641,0.983720613,48.44856703,7001.958525,1660.107993,811.6088685,2109,390.8114897,1996629.49,1342,3307349.04,20387319.72,126814.16,1132.561421,26193425,20387319.44,1345,764
API Generated 2021-06-09 08:36:33 +0000,b512b8d7-fb6f-46e6-906a-deda29d129db,2021-06-09T08:36:37.389Z,2021-06-09T08:52:56.411Z,completed,completed normal,22.72317126,0.833903787,48.26712623,7254.437271,1646.725573,812.7585789,2100,396.5934594,1993490.43,1345,3299603.96,20412391.39,127019.58,1198.818253,26181538.89,20412391.67,1337,763
API Generated 2021-06-09 05:32:13 +0000,1ea01d91-f891-426d-88f7-ec95333a4ad8,2021-06-09T06:19:04.156Z,2021-06-09T06:34:11.651Z,completed,completed normal,29.85810277,0.953296075,49.1179509,7203.61073,1252.738177,544.3292734,2160,598.9766122,1904182.72,1341,3091029,20175503.33,124380.39,3003.960967,26196905.56,20175502.78,1395,765
API Generated 2021-06-09 13:12:46 +0000,506932dc-1963-43b9-9237-bd63a5c9cd7a,2021-06-09T13:29:12.690Z,2021-06-09T13:44:00.429Z,completed,completed normal,27.8740477,0.112553191,40.42376225,7863.513852,835.4007877,836.1049361,2167,666.8793613,1882658.68,1481,3054077.92,19610170.28,119359.2,2881.754729,26241430.56,19610169.44,1401,766
API Generated 2021-06-09 13:12:46 +0000,47016e99-d03b-472b-a49a-a34a8f4a0dd3,2021-06-09T13:59:07.669Z,2021-06-09T14:14:28.428Z,completed,completed normal,20.02233987,0.776802639,49.83014175,7177.815563,1623.554874,820.3668494,2136,367.76127,2008627.18,1337,3318492.46,20444025.56,127563.21,995.761115,26188894.44,20444027.78,1372,764
API Generated 2021-06-09 04:00:55 +0000,2bed1333-381c-466b-80b3-b5b7f4a3737c,2021-06-09T05:00:20.794Z,2021-06-09T05:14:37.321Z,completed,completed normal,28.30545103,0.722683919,42.5656624,6097.938036,1613.11808,266.8027686,2110,997.1283722,1818091.75,1341,2789591.86,19623954.72,120369.5,8323.219321,26226500,19623955.56,1346,764
API Generated 2021-06-09 11:40:43 +0000,e1b6c1b7-73aa-4c2f-94e5-c76c717983b2,2021-06-09T12:27:07.358Z,2021-06-09T12:41:47.928Z,completed,completed normal,29.27795205,0.59706644,49.75216794,550.8485958,471.3450378,425.4249547,2131,1405.695613,1698106.92,1338,2625312.78,20200557.78,124685.52,9303.696482,26185688.89,20200555.56,1366,765
API Generated 2021-06-09 13:43:48 +0000,40c6925b-1ae8-4d0d-b4e2-283395c34732,2021-06-09T14:28:39.116Z,2021-06-09T14:43:06.403Z,completed,completed normal,29.89388736,0.730722684,46.29244416,578.6089213,1472.62285,396.3877191,2109,831.6664507,1819996.71,1341,2912020.98,19945532.5,123524.16,5275.997619,26198261.11,19945530.56,1345,764
API Generated 2021-06-09 02:29:28 +0000,a258d4f3-ab52-4f95-b595-60f4c516c4e6,2021-06-09T03:28:53.722Z,2021-06-09T03:43:14.258Z,completed,completed normal,29.92423025,0.816960967,49.28021525,7359.509441,780.7245357,629.6297413,2126,690.2755114,1887919.81,1344,3052762.18,20179795.83,124444.95,3320.618684,26202800,20179797.22,1362,764
API Generated 2021-06-08 21:41:53 +0000,a1561822-a02c-4016-937a-dc0232d44bd7,2021-06-08T21:58:02.562Z,2021-06-08T22:13:10.677Z,completed,completed normal,24.45229593,0.749342176,47.53382689,7588.36333,1255.939762,287.3582867,2097,1163.465295,1754249.93,1337,2711277.23,20382032.22,126415.75,9702.617199,26181022.22,20382030.56,1333,764
API Generated 2021-06-08 23:19:42 +0000,bfae4165-ed24-418f-916f-093445232dbe,2021-06-09T00:22:16.892Z,2021-06-09T00:36:36.212Z,completed,completed normal,21.82738481,0.244905385,47.05471079,4711.529858,745.996384,612.5654857,2094,868.3964446,1850552.12,1341,2962978.13,20440636.11,127072.11,4055.4255,26204269.44,20440636.11,1329,765
