chg_sp,chiller_limit,loop_sp,storage_capacity,installed_cost_us_dollars_per_kw,installed_cost_us_dollars_per_kwh,electricity_kwh,year_one_energy_cost_us_dollars,size_kw,natural_gas_kwh,not_met_during_occupied_cooling,size_kwh,year_one_bill_us_dollars,year_one_demand_cost_us_dollars
27.2275863,0.994526619,49.48001663,32043.99356,1634.152395,837.2155751,20266505.56,1991617.62,389.6850033,26200530.56,1367,1108.250792,3298027.04,1299209.42
20.70660242,0.235810684,47.46832379,39394.78342,1150.002516,833.5816062,20470091.67,1985172.19,504.7842819,26189638.89,1355,1904.201328,3239271.7,1246899.5
29.51302278,0.802661823,49.55498621,39516.49169,690.8311223,538.5434985,20234925,1727863.2,1201.686748,26195972.22,1372,6662.511573,2727819.32,992756.12
20.56133715,0.274632153,44.46158287,38285.45892,1029.082707,824.6527519,19751458.33,1893605.1,668.987254,26215122.22,1336,2515.13707,2995657.47,1094852.36
23.41131874,0.952277895,44.21329466,22805.74217,1483.526875,769.1535345,19702038.89,1893889,502.7760882,26226219.44,1351,1927.554483,3051644.46,1150555.46
20.37501253,0.991320607,40.35668941,29999.99973,487.2127777,800.2745326,19643752.78,1870038.99,801.1659033,26250902.78,1314,3382.938545,2939167.96,1061928.96
24.49667433,0.860101873,41.0730741,24892.69749,1635.217114,794.1447322,19537338.89,1871005.95,493.7071107,26243930.56,1331,1820.455374,3013078.03,1134872.08
22.39285012,0.530040716,40.78300006,22347.88311,483.9895607,224.1124651,19596438.89,1810058.54,1503.121773,26251536.11,1316,11168.33951,2663653.41,846394.87
28.97061297,0.811918926,47.05410637,39339.01439,1666.602461,814.8462547,20243900,1990204.14,334.4590184,26199436.11,1360,1021.502577,3298692.07,1301287.93
22.44360362,0.449306903,47.62595221,31668.35086,1613.329123,833.199253,20433330.56,2007668.57,371.585023,26191883.33,1364,1015.921069,3334585.99,1319717.42
20.09886953,0.79135645,48.23529766,36254.95985,1658.831636,253.2055446,20469863.89,1773756.05,1148.13643,26190105.56,1348,9689.100796,2747531.5,966575.45
20.02299341,0.556030151,49.90860006,5235.471388,427.2566201,208.2729594,20443458.33,1819201.58,1859.101795,26188183.33,1353,14709.2623,2713470.42,887068.84
20.93623537,0.212891997,48.90858203,16743.39329,1342.37962,782.1407815,20441322.22,1977009.92,525.0142193,26191625,1365,1983.934831,3240978.04,1256768.12
28.56345954,0.882731825,49.90862889,36373.00481,1631.026641,837.2155751,20206630.56,1984475.22,375.1904943,26184900,1395,1039.925396,3297451.61,1305776.39
27.10483382,0.994526619,49.68159009,30869.97181,1657.305211,837.2155751,20269280.56,1992793.7,334.331787,26188038.89,1378,996.9459771,3309688.95,1309695.24
26.30694111,0.986148029,47.56427692,31151.72251,1648.213164,813.4791061,20315325,1996788.94,359.8410912,26191530.56,1371,1016.509172,3322135.6,1318146.67
25.8047039,0.630615484,40.94495276,14875.07325,497.8050184,264.6293141,19503041.67,1787832.58,1576.982973,26248316.67,1319,11143.85479,2638974.68,843942.1
29.85079908,0.551196516,49.75656627,24863.6286,432.6821293,334.2922785,20193541.67,1730543.62,1505.999442,26187341.67,1370,10708.32898,2647333.78,909590.16
20.47296727,0.38669013,46.62480399,26709.76219,1662.419397,829.9451451,20252319.44,1976620.78,395.7775997,26207875,1348,1318.222053,3224845.15,1241024.37
29.91436969,0.944563922,49.20662349,27630.2832,1555.556122,805.9730286,20207105.56,1984889.53,398.7858632,26205047.22,1373,1315.102359,3270055.93,1277966.4
22.27640605,0.579899885,43.64465878,39531.94865,1298.354833,791.7414395,19685705.56,1888691.7,503.0726103,26228688.89,1338,1855.433289,3039209.06,1143317.36
20.855774,0.215732331,49.37858856,38594.41461,1154.659159,823.6512319,20438688.89,1988523.12,491.1442993,26206986.11,1362,1785.571126,3254177.13,1258454.02
29.50357051,0.848046113,49.73103891,24254.23962,1613.050425,481.9576222,20191255.56,1874656.02,619.8464759,26195250,1373,3368.230247,3053961.08,1172105.05
25.1480309,0.329057474,45.37996277,39152.39659,1423.485407,822.6630528,19810875,1911835.16,505.8893247,26204916.67,1345,2126.29725,3061350.54,1142315.37
28.91833728,0.994526619,49.90862889,26063.08703,1642.287213,837.2155751,20198200,1985806.82,374.1724237,26180216.67,1371,1024.545429,3296949.15,1303942.32
22.49948878,0.982823859,45.90021398,34035.03043,1002.908236,215.6594352,19973261.11,1794408.17,1181.911858,26200580.56,1347,9157.897549,2736028.38,934420.21
20.02260358,0.484408597,49.80809896,5185.027943,681.3483444,207.779405,20442288.89,1796883.85,1571.476008,26192936.11,1389,12908.94521,2704575.05,900491.2
23.68450233,0.307218108,41.587295,14384.45442,651.7009487,254.6258067,19569608.33,1820396.55,1427.081243,26246772.22,1308,10461.02306,2698827.21,871230.66
20.02373571,0.890502916,48.23640824,33392.13619,1671.846108,809.8657349,20469066.67,2011011.51,354.5301717,26192916.67,1360,1010.150639,3334831.33,1316619.82
25.87665842,0.115544319,47.86680581,37099.53182,1307.208387,466.7566564,20331008.33,1841866.74,818.2119016,26196441.67,1362,4833.419768,2953635.6,1104568.87
26.01218276,0.533859492,40.41403144,37949.81533,472.9513318,211.4096313,19512400,1796110.26,1560.172419,26250013.89,1322,11687.93175,2638331.21,835020.95
22.85921028,0.48862319,40.35454763,32057.13824,464.1103061,203.9890672,19596272.22,1800823.44,1718.166421,26260125,1301,12807.45267,2626076.71,818053.27
28.49456585,0.307894394,44.19455028,21920.46603,446.4778373,606.7422382,19633200,1779936.21,1163.562654,26216119.44,1352,6694.720418,2739050.53,951914.32
20.3201206,0.614194199,40.3482841,33408.08113,454.9700376,209.2569741,19642380.56,1806213.05,1704.107303,26249597.22,1323,12627.38187,2635085.43,821672.38
29.48986717,0.443207526,41.07533999,23976.42989,472.4081403,244.0159862,19886100,1805909.44,1463.659874,26240838.89,1309,11082.64917,2694679.23,881569.79
22.80492721,0.460538879,45.35091385,28529.70787,825.4484385,653.8208735,19908558.33,1918747.31,613.1656533,26202138.89,1343,3111.621779,3049733.8,1123786.49
29.92951696,0.112034718,40.81203216,32282.16382,789.7403233,285.500842,20136133.33,1821470.12,1211.388218,26250375,1535,9181.525862,2787602.1,958931.98
29.32029173,0.886549152,49.85821173,39407.97209,697.0152857,481.9576222,20210072.22,1687478.81,1285.181833,26195513.89,1364,7443.603046,2651850.79,957171.98
25.06158992,0.994526619,45.56555587,34944.10299,1667.102706,837.2155751,19868027.78,1927549.23,397.9350382,26194669.44,1350,1424.00015,3143153.64,1208404.41
29.33395146,0.147070379,45.82290956,14520.65594,923.1742492,700.385132,19882575,1871152.99,706.560527,26202736.11,1449,3580.010181,3021564.26,1143211.27
22.29069006,0.348546765,45.00209471,21448.32829,1097.455549,427.1284408,19843447.22,1873285.45,854.8574661,26203233.33,1327,5468.048113,2897890.83,1017405.38
24.82217649,0.579740326,45.13534471,16117.00853,742.1485916,752.7638746,19804155.56,1885027.77,649.6379795,26207436.11,1351,3181.713208,3000836.44,1108608.67
29.77212521,0.385880686,40.24347944,16850.50554,1300.42969,374.0593462,20019027.78,1843888.25,966.5112069,26233791.67,1317,7399.100969,2853416.01,1002327.75
27.1805803,0.496267648,40.86895925,39551.46608,1311.280657,818.0375635,19458627.78,1860142.79,563.5252561,26252611.11,1322,2300.373745,2969610.8,1102268.01
27.12511074,0.804405377,49.56530816,31867.86604,760.3583753,225.2770452,20262972.22,1750433.28,1508.257775,26200955.56,1382,12143.47683,2654164.72,896531.44
29.93305065,0.994526619,41.07705125,35816.89712,1531.126837,837.2155751,20083158.33,1941338,399.9131298,26242925,1303,1579.132113,3162137.28,1213599.27
26.46065161,0.874572073,40.54739092,30620.59218,1328.227916,783.0620513,19494569.44,1862727.95,583.3322609,26254708.33,1325,2458.981495,2981044.12,1111116.16
21.80742653,0.460940475,43.9282308,26421.79063,423.8448147,628.5847607,19713141.67,1812992.98,988.5839715,26223580.56,1346,5013.25866,2810351.04,990158.06
28.91949293,0.841496674,45.66327116,30981.51273,1077.887895,716.697334,19890744.44,1906626.27,625.6209018,26208869.44,1344,3104.800997,3034461.49,1120635.22
23.02731938,0.379763166,49.66726011,10701.7952,952.8021836,475.5638825,20385977.78,1780332.13,1031.269275,26189950,1365,6027.871985,2820979.41,1033447.28
27.90623885,0.940930816,41.27223428,39123.81172,1085.690833,802.1517692,19498427.78,1861346.18,644.187322,26241550,1315,2730.1504,2949010.09,1080463.91
29.32288462,0.600157041,40.4835315,32449.24007,483.7813404,204.2046837,19842366.67,1833033.16,1435.047298,26251777.78,1334,11707.4942,2726169.78,885936.62
29.41963932,0.555136701,40.62740545,13069.20543,818.0471535,251.9626155,19833105.56,1784268.74,1146.08212,26245341.67,1327,9275.996452,2713016.56,921547.82
22.21402,0.988661481,40.35668941,25120.06009,1666.532281,234.330349,19612566.67,1824220.93,1115.563043,26247505.56,1310,8494.111735,2753132.35,921711.42
20.83768775,0.549309265,40.19247911,28987.93853,431.5302161,215.6817511,19641569.44,1806310.28,1698.672643,26252327.78,1312,12530.56934,2636685.48,823175.2
27.87811107,0.707418515,41.04885275,35739.67972,1558.884655,836.1732348,19495077.78,1866478.15,494.390026,26246227.78,1325,1821.728352,3010700.69,1137022.54
22.62389067,0.548772048,49.684239,12800.87215,587.7396559,211.5006306,20404544.44,1794770.32,1579.656237,26185113.89,1348,12955.2921,2702125.36,900155.04
24.0824284,0.515613864,49.72116848,37640.24354,1083.327064,830.687777,20363869.44,1981266.42,496.1856535,26186427.78,1370,1766.618512,3247350.05,1258883.62
20.14126621,0.720036126,40.36358141,22844.66951,452.0119803,215.2585379,19638486.11,1802842.76,1702.983608,26256383.33,1306,12544.88657,2631035.31,820992.55
27.17015726,0.677308451,41.90852362,19596.52604,1609.126348,763.0239249,19456686.11,1864128.34,498.2083663,26241691.67,1321,1856.282584,3020861.07,1149532.73
29.48681751,0.205089611,40.9497815,5535.20172,699.7299964,270.2797437,19942405.56,1792610.67,1321.143895,26250477.78,1461,10326.62004,2748975.68,949165
24.39893323,0.994526619,49.90418846,31690.18515,1669.372772,797.3364219,20355583.33,2000257.17,378.462127,26187683.33,1385,1052.475326,3312902.35,1305445.18
26.2856531,0.677231959,48.50802295,8231.538431,587.9465074,218.812659,20301291.67,1801375.72,1497.886568,26188636.11,1351,12362.84337,2721992.08,913416.36
22.49857149,0.994526619,49.90862889,22352.90382,602.7406738,243.4470684,20402650,1756242.71,1505.863596,26199808.33,1386,11792.01315,2662732.2,899289.49
29.2128288,0.988367458,49.8330156,39051.39948,739.7407374,482.5161216,20218975,1696275.6,1277.281412,26193347.22,1355,7384.784273,2665101.47,961625.87
23.05570226,0.550780355,40.29376072,38438.1138,424.2631011,224.9205237,19597352.78,1786787.13,1695.049779,26253580.56,1310,12263.43457,2612941.61,818954.48
21.0697417,0.518298114,40.58991519,39202.35364,712.160879,231.823324,19641388.89,1816984.71,1429.947471,26247827.78,1318,10634.94891,2680947.94,856763.23
20.92090837,0.707816029,40.16121062,39202.35364,525.2398835,219.3424863,19647797.22,1793432.25,1667.539675,26251013.89,1320,12054.94188,2623970.15,823337.9
29.66548278,0.150207072,41.5781848,6695.69251,1129.350784,288.2771596,20004747.22,1812852.67,1107.403977,26243391.67,1521,8653.586172,2804376.19,984323.53
20.02271167,0.468572603,49.79663843,5131.170731,645.794737,229.8803385,20443322.22,1769627.06,1499.507817,26178672.22,1372,12007.09187,2677522.74,900695.68
20.76690269,0.444725652,41.7917551,36474.48098,575.0607566,221.4830023,19636005.56,1815719.5,1434.419644,26234452.78,1325,10690.15528,2678850.79,855931.29
27.88575882,0.590945472,41.8713786,24403.63206,1394.755069,793.0906368,19484511.11,1862698.73,578.9042575,26248733.33,1341,2494.566936,2988800.89,1118902.16
28.05497723,0.865834283,40.14771505,18146.91704,958.9083337,203.6428049,19527525,1827692.8,1262.842372,26238725,1311,10318.83138,2735049.33,900156.52
29.23580563,0.13870125,41.86102194,12096.9824,1023.565269,658.1632187,19820391.67,1810334.78,796.5739007,26235419.44,1444,4186.382271,2914500.04,1096965.26
20.05262033,0.780396889,49.80869665,35371.24695,419.037813,813.5868152,20448280.56,1919956.08,809.7337709,26193538.89,1385,3089.419579,3095837.3,1168681.21
25.46102797,0.302920809,41.96347427,21239.87579,870.1772033,433.8862467,19490469.44,1817028.72,1055.072964,26231113.89,1326,7225.254418,2757485.95,933257.23
21.24895914,0.285052236,48.87481658,6235.803435,552.0272929,529.5504868,20440172.22,1745727.63,1244.925759,26190591.67,1377,7153.674195,2736061.53,983133.9
29.84142207,0.339141017,41.15963647,8741.923143,446.885627,246.9935791,20011858.33,1805823.79,1417.674381,26243677.78,1352,11166.58447,2735453.45,922429.66
20.20276914,0.668069223,41.1546518,22782.49038,510.1683479,255.0257145,19628977.78,1814642.66,1431.475354,26241569.44,1313,10551.28724,2680096.6,858253.94
21.13358056,0.945837315,48.55096163,20118.02698,1355.763189,818.9033173,20453569.44,2005062.28,458.3928108,26188327.78,1370,1549.046562,3297420.38,1285158.1
27.44381502,0.983243716,47.98769733,33661.54241,1665.519572,814.8462547,20270758.33,1992735.33,334.4101514,26185141.67,1346,1012.470061,3308450.68,1308515.35
20.23838735,0.734063033,40.60333599,32903.37318,1208.065781,352.6599463,19642469.44,1843182.1,1064.183426,26243305.56,1306,7685.201342,2782122.68,931740.58
26.48302267,0.266117802,46.45977984,8325.938971,1548.39116,564.7897939,19896519.44,1910460.86,848.9894783,26206238.89,1364,5126.507164,3030101.78,1112440.92
29.41581676,0.636431592,40.63118657,31467.88526,845.6434111,302.3174677,19875641.67,1847692.18,1134.207866,26251416.67,1323,9050.401638,2793943.09,939050.91
28.42564209,0.994526619,49.67094884,30600.86536,1633.985629,837.2155751,20216927.78,1987385.6,372.450255,26189719.44,1356,1052.106564,3297408.99,1302823.39
28.81932891,0.240984983,43.31017819,24928.11376,1476.636655,807.994022,19665850,1884214.5,627.2065652,26218638.89,1374,2686.504698,3061433.73,1170019.23
26.22570965,0.974655641,49.70576401,28998.91589,1659.275561,837.2155751,20295066.67,1995044.41,348.1997277,26183525,1384,996.8426816,3310384.96,1308140.54
22.03447197,0.38941466,47.5952659,28908.77965,1667.001592,834.4380731,20447397.22,2009145.27,334.4360147,26187719.44,1345,1016.21349,3327950.1,1311604.83
28.00656106,0.857614439,49.83289114,24738.04882,936.2744297,512.8664241,20227702.78,1766621.6,1020.41888,26192733.33,1384,5956.176457,2809882.25,1036060.65
20.22270529,0.987113369,48.79433236,28733.64229,1663.042412,804.8877933,20452894.44,2008335.6,401.3322736,26179452.78,1367,1181.861032,3320810.94,1305275.34
21.93793374,0.199253092,44.6639248,27403.06652,871.4538723,629.4597537,19649550,1863613.97,828.2207206,26217272.22,1356,4325.534157,2892291.95,1021477.97
20.962467,0.197220974,48.84942487,24500.57273,1662.283992,828.4716061,20452575,2001549.91,396.3953798,26192391.67,1347,1153.762861,3316341.75,1307591.84
24.38208371,0.144243439,43.97242459,16076.18689,455.450645,552.5393383,19529477.78,1773928.78,1121.201922,26230994.44,1347,6225.450446,2706984.37,925855.58
20.64571195,0.389724589,41.76336841,29862.5436,550.1324922,242.4522789,19633750,1816543.79,1435.826678,26241394.44,1311,10666.24434,2679562.6,855818.81
21.62054263,0.657884806,40.23520483,14809.12104,477.6799316,280.7962691,19637141.67,1807525.37,1630.606506,26258516.67,1341,10967.06835,2668622.32,853896.95
20.45891355,0.640866449,47.46832379,39445.21796,1304.251962,765.9757419,20468427.78,1982610.56,505.9670936,26200533.33,1358,1937.366669,3234251.83,1244441.27
24.13056812,0.185270114,49.35758346,21107.15252,1553.454156,608.2023323,20371111.11,1943100.24,568.8211036,26203025,1371,2523.360142,3166908.33,1216608.09
22.6502001,0.612254252,40.94286852,15064.56468,547.2336859,237.1906115,19598952.78,1807561.45,1577.066979,26247561.11,1344,11253.90145,2662407.12,847645.68
28.62107186,0.58797527,42.86851724,30619.89378,1569.377676,834.8396973,19604069.44,1881937.87,462.1656091,26224250,1328,1725.532566,3053406.44,1164268.57
22.36106737,0.58338525,40.28786443,34545.00517,451.9193298,206.9734183,19612400,1803303.44,1706.293199,26255663.89,1327,12667.70905,2630863.19,820359.75
20.78920685,0.588220207,40.40239883,25242.65302,520.694708,211.492168,19633975,1800519.56,1697.03314,26255255.56,1314,12489.31971,2628769.46,821049.89
26.7145332,0.994526619,49.90862889,32210.02391,1643.196197,837.2155751,20273969.44,1993115.59,366.6855725,26185247.22,1376,994.9726889,3309586.3,1309270.71
25.05072345,0.987113369,48.26846595,33169.99283,1666.602461,814.8462547,20346586.11,1999800.59,334.3841437,26189586.11,1356,1009.853748,3327213.96,1320213.37
29.61376289,0.606963898,40.8020786,37887.06785,1469.973278,797.9361767,19994719.44,1927346.79,445.4949476,26253736.11,1318,1592.138074,3116712.37,1182165.58
28.11108129,0.994526619,49.90862889,28025.1693,1613.450674,837.2155751,20219572.22,1985609.96,376.3818491,26185933.33,1371,1039.925386,3298294.26,1305484.3
24.21870543,0.886383846,43.11260255,18910.27484,1624.759429,308.7087927,19560583.33,1815712.02,1096.534161,26229372.22,1333,8096.545043,2751963.14,929051.12
26.0248091,0.927771867,42.43273488,17604.34169,1370.232684,737.3057424,19495608.33,1861450.98,631.4383644,26229608.33,1323,2893.397372,2961580.96,1092929.98
23.34037461,0.359435681,44.71292745,38514.75094,857.7535709,834.3827307,19786830.56,1899580.1,644.8085209,26221147.22,1383,2971.234512,3017620.02,1110839.92
28.52427373,0.994526619,41.07705125,31122.83914,1512.209934,837.2155751,19586938.89,1878785.9,479.479895,26251344.44,1336,1809.558379,3043543.75,1157557.85
21.1582121,0.814595651,40.53137744,19186.4606,543.2407794,237.0139534,19629861.11,1791555.11,1565.515382,26245808.33,1321,11265.50243,2633176.04,834420.93
29.53710468,0.583183678,41.58101942,29909.95931,1525.828337,833.1301651,19917261.11,1918870.26,432.8423598,26238841.67,1315,1671.487423,3110600.32,1184530.06
29.26054949,0.848046113,49.67266281,20398.38174,418.819095,639.9852734,20191558.33,1762877.46,1104.052957,26199472.22,1378,5742.005595,2804143.44,1034065.98
28.515406,0.517646393,46.02346941,25350.71135,424.6463527,671.5663095,19881786.11,1861113.36,767.2960964,26209144.44,1363,4094.130912,2937004.08,1068690.72
21.71629692,0.184412769,44.41928349,38118.70427,1228.820848,836.7305213,19633550,1879714.64,558.2019292,26206425,1334,2008.602693,3006820.24,1119905.6
20.4513111,0.59437745,41.05020894,30734.87297,639.5072241,211.3651601,19634769.44,1804877.98,1566.178898,26249108.33,1310,11507.7307,2649217.22,837139.24
20.66989576,0.69631086,40.84091155,16550.92619,493.456085,538.9832773,19630658.33,1828819.11,995.0605881,26248677.78,1346,5503.75621,2807280.39,971261.27
22.63254787,0.612254252,41.14811432,14384.45442,579.684769,264.0838711,19602800,1821210.38,1422.772491,26247641.67,1303,10177.39905,2704085.07,875674.69
29.79066808,0.47448746,40.8656268,26281.49643,483.9895607,258.3731534,20038472.22,1787723.77,1452.207486,26241955.56,1316,10941.96476,2681103.36,886179.59
26.91688771,0.983121256,48.26846595,33945.14396,1266.133841,795.7269681,20282727.78,1972436.7,491.1596875,26182447.22,1368,1837.740818,3234307.91,1254671.2
23.11165028,0.712898745,48.13384149,32041.32698,1593.295243,830.4892352,20401552.78,2004235.44,383.5085236,26183427.78,1359,1085.695374,3321994.51,1310559.07
22.08243799,0.987941913,48.10716417,34744.58643,1655.483526,812.1953055,20435338.89,2007771.76,337.2262708,26178622.22,1345,1050.853006,3318242.18,1303270.42
20.07563701,0.164724123,40.83473335,6469.698059,553.8586934,209.7016448,19841247.22,1840362.02,1456.365691,26233802.78,1422,11925.28858,2783187.76,935625.74
23.27690341,0.250663633,44.41928349,38285.45892,1154.659159,827.3499953,19665763.89,1886107.69,592.2052742,26210019.44,1341,2139.490925,3007004.43,1113696.73
20.59583082,0.304707077,43.70676475,10701.7952,555.584578,494.2402237,19715861.11,1836684.42,1259.991212,26214075,1342,7950.079431,2794774.09,950889.67
21.41883202,0.158070528,40.25122373,37747.41239,510.8265625,252.9831238,19638533.33,1784553.9,1590.974926,26257997.22,1314,11301.76181,2623925.44,832171.54
26.69086602,0.994526619,40.25761047,8435.744651,1564.921566,837.2155751,19545633.33,1881530.73,438.8226014,26251413.89,1328,1865.517371,3086517.43,1197786.7
20.45891355,0.390621967,47.46832379,39445.21796,1350.288123,783.0280472,20473177.78,1987496.56,501.9772748,26190536.11,1358,1873.116953,3243381.16,1248684.6
29.42697936,0.443207526,40.68992205,20593.13592,488.121359,207.4556247,19849197.22,1780637.62,1484.949904,26244083.33,1316,11471.52364,2655865.05,868027.43
20.56780712,0.108698798,44.02150217,18139.74157,1309.28081,671.1014102,19627472.22,1872123.32,667.6001178,26229372.22,1333,3050.303173,2965855.22,1086531.9
29.38313562,0.497539946,41.90839503,20346.93347,1459.630981,820.0578399,19824375,1908734.67,462.0912498,26227983.33,1324,1736.752772,3094656.73,1178722.06
22.51089858,0.685243959,46.0957685,35748.28441,1660.760747,833.199253,20004183.33,1944034.62,384.3385453,26208044.44,1320,1323.887779,3189214.28,1237979.65
21.14641545,0.834649326,48.7440324,21146.83405,499.9048917,384.2741024,20437405.56,1730841.4,1470.203991,26186708.33,1377,9426.958436,2662396.02,924354.61
26.12021132,0.498918054,42.88913277,32575.29265,562.3170933,234.6626493,19503705.56,1791674.51,1566.110948,26229358.33,1333,11651.56273,2634667.44,835792.93
21.23398248,0.427502905,40.73074848,11619.57245,612.8969405,264.0838711,19667327.78,1840521.57,1407.566447,26245297.22,1321,10213.05504,2749766.24,902044.67
20.54039352,0.298787404,40.32963786,30291.28844,587.2047492,237.1856199,19642180.56,1802613.78,1550.191348,26252475,1310,11324.95918,2651587.81,841774.03
28.36240931,0.108448465,47.42235882,15418.92296,1673.025153,683.0523371,20248938.89,1986819.84,428.266682,26188902.78,1369,1641.593678,3264235.86,1270216.01
26.64723824,0.994526619,49.90862889,32210.02391,1643.196197,837.2155751,20273952.78,1992991.09,365.2277453,26193305.56,1371,995.0817472,3309903.41,1309712.32
20.04049208,0.678037376,47.74566068,31371.99634,1667.100006,810.327081,20467105.56,2010722.22,362.1959262,26196280.56,1343,1014.787193,3338684.85,1320762.62
29.31205661,0.503534612,44.31974424,5391.613597,540.758701,226.1284693,19818200,1780835.01,1357.651045,26213100,1373,10346.15097,2690777.59,902742.58
29.54675712,0.443207526,48.85574825,39119.24744,418.5445306,289.9880811,20251255.56,1758877.95,1495.945024,26189677.78,1369,11246.7881,2678371.06,912293.11
20.47296727,0.344837205,48.62940235,14107.6598,1652.959937,828.2943883,20452588.89,2007564.69,376.6494388,26194713.89,1372,1041.439165,3330121.02,1315356.33
20.38331492,0.921837006,41.26472501,15699.23034,1137.914559,403.8111922,19632433.33,1853469.27,1028.324205,26242930.56,1313,6603.523487,2825500.5,964831.23
21.94731862,0.508766979,47.28104737,27766.12947,1217.395018,655.2425835,20453036.11,1950030.04,583.3789761,26197758.33,1359,2578.621394,3163992.17,1206762.13
24.1846854,0.994526619,49.90862889,37458.99262,1620.471199,831.8595677,20363172.22,1998954.59,375.3842043,26190302.78,1388,1039.925463,3311380.95,1305226.36
20.15138855,0.89106168,49.79502166,10105.54832,449.7595616,564.9250227,20446733.33,1727390.53,1242.607597,26201430.56,1358,6984.593688,2710514.95,975924.41
27.48361111,0.626033276,43.80767892,24154.18177,1420.617975,260.9083225,19530352.78,1819912.08,1067.249502,26209536.11,1353,8477.740773,2751947.85,924835.77
23.01911328,0.239504648,43.37289409,29276.10367,962.914906,798.3481398,19598075,1871287.98,658.9121038,26237797.22,1331,2901.435555,2961238.98,1082751
23.00297572,0.409963686,40.92402349,36019.45279,550.8835134,264.0838711,19590975,1776364.8,1573.072026,26242019.44,1316,11157.08497,2616025.15,832460.35
25.32761128,0.496315804,42.67351057,27405.60291,1099.717794,413.1201806,19513944.44,1812875.38,1020.764047,26218813.89,1345,6517.913399,2767734.41,947659.03
29.82153886,0.994526619,49.90862889,32006.99137,1666.212631,837.2155751,20207847.22,1986994.57,368.8726461,26192633.33,1381,995.0817169,3303104.01,1308909.43
25.65555719,0.273358375,43.65372828,22124.14475,1652.724594,837.2155751,19535650,1873390.58,519.6362995,26241850,1353,1813.920897,3023103.51,1142512.93
22.1265572,0.604211448,40.3473506,30361.97659,516.8829716,219.8057732,19618369.44,1789698.62,1688.591742,26262633.33,1313,12214.06384,2616966.12,820067.5
20.49839253,0.621433514,49.7961957,23431.06684,426.1813613,216.4710119,20433622.22,1808831.98,1765.090787,26189738.89,1369,13965.44474,2708087.41,892055.43
29.51955805,0.790754447,48.46279087,32224.96572,698.4045102,548.3436428,20227297.22,1819952.83,873.0424241,26191138.89,1361,5135.236122,2905819.71,1078666.87
20.0643446,0.55061529,41.13494941,7166.349922,473.040586,211.8958024,19744022.22,1827892.09,1596.667404,26251544.44,1316,12587.91703,2726090.39,890998.3
27.15762936,0.994526619,49.64482238,22472.97479,1653.030649,837.2155751,20260638.89,1991829.46,356.658955,26199300,1356,997.2670108,3306949.18,1307919.72
23.32711436,0.585953464,40.41403144,37610.80963,438.0916435,203.9890672,19583994.44,1799434.26,1718.693016,26263761.11,1337,12817.92848,2624026.85,817392.59
26.45049143,0.988088901,40.54975974,18705.88377,505.4860604,830.8118267,19499061.11,1837085.62,836.0084664,26250211.11,1313,3556.037599,2907109.48,1062823.86
22.13693727,0.567722752,48.34645141,19673.12465,1529.376534,813.6769693,20424280.56,2006055.71,391.8220574,26179294.44,1363,1130.380527,3320930.45,1307674.74
28.515406,0.517646393,42.81535873,35294.487,429.5928616,635.2233126,19591516.67,1807045.74,1013.768205,26230833.33,1328,5250.010177,2795558.61,981312.87
25.49506761,0.994526619,49.90862889,32633.36442,1618.096641,837.2155751,20310525,1994016.92,375.6751758,26190961.11,1366,1039.925359,3307138.34,1305921.41
29.52076082,0.766340781,41.75672458,26497.6908,1571.97222,831.1435492,19904741.67,1918233.28,421.1810067,26232561.11,1344,1593.22692,3119108.77,1193675.49
22.58633967,0.848147291,49.57314949,9720.615775,702.4183669,326.310182,20406797.22,1762095.68,1417.130306,26200188.89,1384,10107.57443,2698174.28,928878.6
29.43827541,0.134689132,40.9497815,5674.56646,773.0518509,270.2797437,19907450,1774888.93,1309.454364,26247138.89,1521,9499.444042,2718259.68,936170.75
25.46102797,0.50255051,42.05973703,26091.92232,1179.044028,321.6761932,19497327.78,1813174.58,1106.455124,26236266.67,1335,8372.40089,2729564.99,909190.41
29.80731607,0.342860865,49.3167875,6245.559853,442.1214511,303.5955916,20183633.33,1740507.94,1506.896671,26191783.33,1364,10934.4101,2659136.07,911428.13
21.58094165,0.589257492,40.29374831,36019.45279,460.071662,259.6180365,19633097.22,1784741.56,1643.351312,26250980.56,1317,11667.57497,2618322.46,826380.9
23.28771434,0.250663633,43.64594787,38285.45892,1087.746006,817.2248114,19611622.22,1875725.18,613.7658546,26225405.56,1341,2519.15643,2983224.74,1100299.56
21.21402343,0.356646177,47.477409,29862.5436,987.7873695,639.7634307,20458686.11,1920835.7,661.9857486,26187325,1338,3157.46539,3101424.84,1173389.14
20.57137658,0.196394579,49.83555471,26992.38994,804.8045184,567.7008805,20437844.44,1804391.08,994.2274761,26204966.67,1365,5580.681695,2864735,1053143.92
27.19706811,0.11835035,44.60288088,25350.71135,445.6023032,364.7541427,19494450,1773348.93,1456.386894,26220130.56,1332,9862.733497,2647561.5,867012.58
29.01745258,0.560375544,42.38478216,28426.24888,1309.641417,805.057504,19701894.44,1893168.01,479.0028989,26250219.44,1334,1860.980408,3064296.81,1163928.8
29.87690784,0.306093564,49.907122,24997.75077,1669.127367,775.9306718,20174019.44,1981816.94,424.8171134,26190100,1372,1291.765851,3279741.78,1290724.84
