name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,installed_cost_us_dollars_per_kw,installed_cost_us_dollars_per_kwh,electricity_kwh,not_met_during_occupied_heating,year_one_energy_cost_us_dollars,size_kw,not_met_during_occupied_hours,natural_gas_kwh,not_met_during_occupied_cooling,size_kwh,year_one_bill_us_dollars,PMV,year_one_demand_cost_us_dollars,water_qbft
API Generated 2021-06-10 17:38:10 +0000,447de4f1-f2e6-44ce-9ac2-ee354289ef68,2021-06-10T17:38:11.458Z,2021-06-10T17:54:11.725Z,completed,completed normal,24.9735247,0.964937356,46.73618566,39061.35265,498.9693655,489.6904709,20070233.33,764,1744911.36,1177.983328,2097,26201033.33,1333,7672.154267,2717882.87,1338,965771.51,125391.01
API Generated 2021-06-10 19:26:38 +0000,b9bbdda7-0f0c-4f9f-b56a-852a4276e35d,2021-06-10T20:12:45.717Z,2021-06-10T20:27:50.495Z,completed,completed normal,24.52487257,0.345883085,40.37633873,23120.63543,720.5323691,692.7097613,19536597.22,767,1837444.56,882.0974406,2068,26255255.56,1301,4284.406018,2866648.54,1337,1022003.98,119680.91
API Generated 2021-06-10 22:31:54 +0000,d11cbe58-365b-4a30-86a9-67f2939e964b,2021-06-10T22:47:19.379Z,2021-06-10T23:02:17.896Z,completed,completed normal,20.1574722,0.801568084,49.86428514,9720.615775,752.7196986,218.1114211,20448363.89,763,1767521.38,1478.756553,2129,26184452.78,1366,11990.98327,2676001.29,1341,901279.91,127512.38
API Generated 2021-06-11 07:45:31 +0000,2c852309-fce9-4f71-9e27-d19f2e3e687f,2021-06-11T08:01:15.436Z,2021-06-11T08:15:54.530Z,completed,completed normal,28.38568129,0.418083187,41.10930762,30487.97418,799.3325367,837.2155751,19560644.44,765,1868625.42,685.5756082,2105,26250944.44,1340,2999.398952,2974529.71,1340,1098704.29,119200.97
API Generated 2021-06-11 09:48:16 +0000,3d25c0bf-beb0-4f3a-a085-c76d80d50100,2021-06-11T10:33:46.968Z,2021-06-11T10:48:37.578Z,completed,completed normal,25.78711265,0.979587723,49.90531692,30339.68268,1652.724594,837.2155751,20308344.44,764,1996249.54,368.2738633,2135,26195755.56,1371,995.1103786,3312066.23,1340,1308616.7,126020.71
API Generated 2021-06-11 03:07:03 +0000,863d68c8-dbc2-412d-a2c9-ef664e0a4c4a,2021-06-11T03:38:55.462Z,2021-06-11T03:54:04.091Z,completed,completed normal,29.61688094,0.443207526,40.6877234,25088.94662,483.9895607,289.9880811,19955161.11,770,1781984.06,1333.727034,2090,26253152.78,1320,9630.826251,2684189.88,1336,895005.82,122116
API Generated 2021-06-10 19:41:37 +0000,7bfad6bc-cef8-4ed4-a3fb-1a771eda89ca,2021-06-10T20:29:10.339Z,2021-06-10T20:43:38.556Z,completed,completed normal,25.41266934,0.926926204,42.43273488,17882.19005,1209.079327,737.3057424,19494127.78,766,1860636.09,666.6885104,2106,26241497.22,1340,2931.097503,2950301.54,1341,1082465.45,119415.3
API Generated 2021-06-10 21:20:01 +0000,26b7f216-98ca-43f3-bb1c-8555f7c4e08e,2021-06-10T22:11:44.462Z,2021-06-10T22:31:35.728Z,completed,completed normal,24.26070966,0.281865068,41.62800734,31876.19475,712.9325438,837.2155751,19545025,761,1865125.06,741.487142,2092,26234494.44,1331,2954.386911,2946626.81,1338,1074301.75,119850.94
API Generated 2021-06-10 21:04:22 +0000,f5adf7b9-702b-414a-bfc4-dd8effb31e8c,2021-06-10T21:49:31.452Z,2021-06-10T22:11:56.954Z,completed,completed normal,28.81592732,0.549308505,46.07448225,30810.52656,808.9376523,801.8009055,19903058.33,766,1903821.97,599.7072189,2084,26202438.89,1318,2966.454685,3041721.22,1339,1130699.25,123033.77
API Generated 2021-06-11 03:07:03 +0000,bbd4ccbe-e600-49a9-ba38-cba96a90e0a7,2021-06-11T03:07:05.299Z,2021-06-11T03:23:43.334Z,completed,completed normal,29.67434281,0.148687308,40.68122638,6212.775338,1109.569966,291.0401407,20010138.89,767,1813721.4,1119.842835,2293,26242855.56,1526,8520.885557,2804733.51,1651,983812.11,121715.38
API Generated 2021-06-11 07:45:31 +0000,586f628c-7deb-41e1-be4e-3431cf782eb1,2021-06-11T08:02:55.175Z,2021-06-11T08:17:55.064Z,completed,completed normal,26.50693406,0.696690225,49.86390483,23645.01499,681.3483444,759.2628847,20280105.56,763,1928111.06,765.9614154,2150,26187138.89,1387,2761.176092,3125246.33,1339,1189935.27,125653.17
API Generated 2021-06-10 20:48:13 +0000,783cfa05-7e30-4232-a769-23756c32feb5,2021-06-10T21:34:43.129Z,2021-06-10T21:49:13.925Z,completed,completed normal,20.99195166,0.482197309,42.95467947,15443.26482,440.7772013,288.7104761,19638833.33,763,1800398.09,1446.826591,2109,26237797.22,1346,10164.70153,2675592.57,1342,867994.48,120747.58
API Generated 2021-06-10 20:48:13 +0000,8525ab86-bbba-411b-9b13-862c141ba381,2021-06-10T21:35:09.955Z,2021-06-10T21:49:41.071Z,completed,completed normal,23.94834077,0.774073016,41.26486617,21596.83182,469.4132839,209.8368659,19544850,765,1798838.9,1625.515569,2083,26247472.22,1318,12176.09467,2632895.2,1339,826856.3,119836.65
API Generated 2021-06-10 17:38:10 +0000,41480240-51cc-4a94-ac05-ca8f5134d7ad,2021-06-10T17:54:11.861Z,2021-06-10T18:09:05.586Z,completed,completed normal,29.49215053,0.14377931,44.02245803,12007.31554,1031.237628,671.1014102,19921708.33,767,1864689.77,727.4935637,2237,26224319.44,1470,3602.335932,3007898.83,1584,1136009.06,120955.64
API Generated 2021-06-10 20:48:13 +0000,965a099b-cfd3-4e6f-a6c8-f2bd711536a3,2021-06-10T21:35:05.477Z,2021-06-10T21:50:20.323Z,completed,completed normal,25.30369037,0.994526619,49.90862889,32624.22573,1618.864774,837.2155751,20321363.89,762,1996182.28,410.2612669,2130,26205433.33,1368,1180.455452,3300307.96,1337,1296925.68,126206.74
API Generated 2021-06-11 03:07:03 +0000,bee7f294-94c6-4d74-880d-8e25aa195182,2021-06-11T03:22:36.706Z,2021-06-11T03:37:18.871Z,completed,completed normal,27.15669679,0.839384593,41.58101942,24892.69749,1651.381703,804.6937807,19449136.11,766,1862668.5,493.6882875,2087,26244944.44,1321,1818.887918,3012487.14,1335,1142618.64,119004.06
API Generated 2021-06-11 04:40:31 +0000,22132720-2f0f-4dbc-a0dc-e09e94466e9d,2021-06-11T04:40:33.326Z,2021-06-11T04:57:03.776Z,completed,completed normal,20.22270529,0.987113369,47.74314667,31386.8115,1663.042412,804.8877933,20462216.67,763,2010292.09,334.4249933,2120,26169791.67,1357,1014.810878,3341939.08,1344,1324446.99,127451.19
API Generated 2021-06-11 07:45:31 +0000,e1bf2deb-45ce-43c9-9602-4972ee8d0b95,2021-06-11T08:01:44.882Z,2021-06-11T08:16:49.956Z,completed,completed normal,27.86002051,0.763906458,41.27278244,29855.99592,1625.824591,726.5012047,19487055.56,767,1862160.1,575.4918381,2091,26235155.56,1324,2464.558008,2981230.68,1341,1111870.58,118830.67
API Generated 2021-06-10 20:48:13 +0000,8cb11b5e-bebe-40dc-8555-4e2147ae9676,2021-06-10T20:48:13.518Z,2021-06-10T21:04:36.852Z,completed,completed normal,29.51632018,0.279282875,43.96024579,38208.79522,1515.005712,826.7420973,19989841.67,764,1926240.65,494.5606215,2166,26211752.78,1402,1866.160665,3138818.45,1415,1205377.8,121876.64
API Generated 2021-06-11 00:20:07 +0000,b621db99-c887-4acc-a9d4-3cf4aa32d5cf,2021-06-11T01:05:33.608Z,2021-06-11T01:20:01.444Z,completed,completed normal,20.05697452,0.644946242,44.60473029,7303.554866,440.9974891,218.812659,19825527.78,765,1799909.42,1456.615132,2082,26216872.22,1317,10922.0353,2708029.1,1339,900919.69,122635.55
API Generated 2021-06-10 20:48:13 +0000,38224474-7b68-4c6c-a4e1-d19bca1763bc,2021-06-10T21:04:15.764Z,2021-06-10T21:19:06.707Z,completed,completed normal,21.06512475,0.487220543,40.44720369,37747.41239,499.733626,218.1130265,19642119.44,767,1793800.83,1693.361627,2084,26244900,1317,12308.73577,2621150.98,1338,820150.15,120701.41
API Generated 2021-06-11 00:03:52 +0000,a1326c14-6fc9-4a12-b29b-591da02abd26,2021-06-11T00:51:01.471Z,2021-06-11T01:06:11.625Z,completed,completed normal,20.02307344,0.994432699,49.89724114,6909.413877,652.8302878,218.812659,20436416.67,762,1779539.35,1527.505868,2141,26187991.67,1379,12341.25669,2687611.83,1342,900872.48,127430.61
API Generated 2021-06-11 04:40:31 +0000,56920434-2523-4aac-82f0-3e880e4c1cce,2021-06-11T04:57:32.220Z,2021-06-11T05:12:45.119Z,completed,completed normal,22.92316797,0.639629295,49.90862889,26238.42385,1643.196197,234.5383721,20396980.56,762,1802139.98,1164.676608,2147,26180533.33,1385,10018.87059,2781581.58,1341,972241.6,126932.01
API Generated 2021-06-11 06:44:17 +0000,230803f1-c4d4-462a-9560-5ad88dd0eb3e,2021-06-11T07:28:50.857Z,2021-06-11T07:44:45.493Z,completed,completed normal,20.14641476,0.684451066,49.71653174,27333.36224,454.1365558,203.8200686,20441638.89,764,1809704.44,1809.661652,2137,26175275,1373,14374.91344,2703346.36,1340,886441.91,127450.45
API Generated 2021-06-11 00:03:52 +0000,4de3029b-febe-4543-affa-c899167a81c4,2021-06-11T00:35:28.540Z,2021-06-11T00:50:41.931Z,completed,completed normal,27.2275863,0.994526619,49.48001663,32043.99356,1634.152395,837.2155751,20266505.56,762,1991617.62,389.6850033,2129,26200530.56,1367,1108.250792,3298027.04,1342,1299209.42,125406.37
API Generated 2021-06-11 01:52:14 +0000,ea2831bb-cddc-4247-81d2-7c02685735f3,2021-06-11T02:49:41.440Z,2021-06-11T03:04:15.962Z,completed,completed normal,20.70660242,0.235810684,47.46832379,39394.78342,1150.002516,833.5816062,20470091.67,764,1985172.19,504.7842819,2119,26189638.89,1355,1904.201328,3239271.7,1338,1246899.5,127388.08
API Generated 2021-06-11 07:45:31 +0000,7e60e053-e2d3-4865-a40a-7b35ead7674c,2021-06-11T08:32:57.720Z,2021-06-11T08:47:50.207Z,completed,completed normal,29.51302278,0.802661823,49.55498621,39516.49169,690.8311223,538.5434985,20234925,764,1727863.2,1201.686748,2136,26195972.22,1372,6662.511573,2727819.32,1341,992756.12,124806.88
API Generated 2021-06-11 02:07:17 +0000,d5bdb372-1f82-4cd8-a3dc-3596855fa18d,2021-06-11T02:51:38.647Z,2021-06-11T03:06:04.539Z,completed,completed normal,20.56133715,0.274632153,44.46158287,38285.45892,1029.082707,824.6527519,19751458.33,764,1893605.1,668.987254,2100,26215122.22,1336,2515.13707,2995657.47,1342,1094852.36,121888.13
API Generated 2021-06-10 17:38:10 +0000,c4dd06d9-8ce2-4fcf-ae63-4c1a32c56b47,2021-06-10T17:54:58.337Z,2021-06-10T18:10:22.829Z,completed,completed normal,23.41131874,0.952277895,44.21329466,22805.74217,1483.526875,769.1535345,19702038.89,765,1893889,502.7760882,2116,26226219.44,1351,1927.554483,3051644.46,1335,1150555.46,121327.58
API Generated 2021-06-11 03:07:03 +0000,575b20d9-94a7-40de-ac93-2f20263fe0ed,2021-06-11T04:07:04.073Z,2021-06-11T04:21:22.438Z,completed,completed normal,20.37501253,0.991320607,40.35668941,29999.99973,487.2127777,800.2745326,19643752.78,763,1870038.99,801.1659033,2077,26250902.78,1314,3382.938545,2939167.96,1336,1061928.96,120621.98
API Generated 2021-06-11 04:40:31 +0000,843620fc-3140-4300-9a6e-f4d0aa979818,2021-06-11T05:12:25.707Z,2021-06-11T05:27:16.976Z,completed,completed normal,24.49667433,0.860101873,41.0730741,24892.69749,1635.217114,794.1447322,19537338.89,764,1871005.95,493.7071107,2095,26243930.56,1331,1820.455374,3013078.03,1339,1134872.08,119832
API Generated 2021-06-11 06:13:14 +0000,0d84a20f-17d3-4fac-84b7-2b595b8a035c,2021-06-11T06:30:01.558Z,2021-06-11T06:45:44.988Z,completed,completed normal,22.39285012,0.530040716,40.78300006,22347.88311,483.9895607,224.1124651,19596438.89,768,1810058.54,1503.121773,2084,26251536.11,1316,11168.33951,2663653.41,1342,846394.87,120240.53
API Generated 2021-06-10 22:31:54 +0000,936caaca-def9-4e74-9883-6eba337b9d9a,2021-06-10T23:03:42.418Z,2021-06-10T23:18:27.495Z,completed,completed normal,28.97061297,0.811918926,47.05410637,39339.01439,1666.602461,814.8462547,20243900,763,1990204.14,334.4590184,2123,26199436.11,1360,1021.502577,3298692.07,1341,1301287.93,124740.8
API Generated 2021-06-11 03:07:02 +0000,0c86abb9-885e-41f0-9800-a856fa63b24d,2021-06-11T03:07:04.647Z,2021-06-11T03:23:44.669Z,completed,completed normal,22.44360362,0.449306903,47.62595221,31668.35086,1613.329123,833.199253,20433330.56,764,2007668.57,371.585023,2128,26191883.33,1364,1015.921069,3334585.99,1337,1319717.42,127016.69
API Generated 2021-06-11 06:29:43 +0000,1060eaed-8b1a-4ab5-be29-1ea3ebe084f5,2021-06-11T07:14:32.979Z,2021-06-11T07:29:35.941Z,completed,completed normal,20.09886953,0.79135645,48.23529766,36254.95985,1658.831636,253.2055446,20469863.89,766,1773756.05,1148.13643,2114,26190105.56,1348,9689.100796,2747531.5,1337,966575.45,127533.55
API Generated 2021-06-11 09:16:37 +0000,94f74570-b246-419a-9c63-75ee90271711,2021-06-11T09:16:38.869Z,2021-06-11T09:32:51.018Z,completed,completed normal,20.02299341,0.556030151,49.90860006,5235.471388,427.2566201,208.2729594,20443458.33,765,1819201.58,1859.101795,2118,26188183.33,1353,14709.2623,2713470.42,1343,887068.84,127603.16
API Generated 2021-06-11 01:35:34 +0000,e9e57634-7246-4884-949f-9825aa1e1bee,2021-06-11T02:21:51.922Z,2021-06-11T02:36:30.965Z,completed,completed normal,20.93623537,0.212891997,48.90858203,16743.39329,1342.37962,782.1407815,20441322.22,764,1977009.92,525.0142193,2129,26191625,1365,1983.934831,3240978.04,1338,1256768.12,127400.79
API Generated 2021-06-11 06:13:14 +0000,063c3c99-0c7f-477b-a1d9-a48e5bd03f03,2021-06-11T06:13:19.016Z,2021-06-11T06:29:51.118Z,completed,completed normal,28.56345954,0.882731825,49.90862889,36373.00481,1631.026641,837.2155751,20206630.56,764,1984475.22,375.1904943,2159,26184900,1395,1039.925396,3297451.61,1344,1305776.39,124736.86
API Generated 2021-06-11 09:16:38 +0000,df3da21d-e33d-46da-9c04-d9c65ac63841,2021-06-11T09:32:58.277Z,2021-06-11T09:48:10.657Z,completed,completed normal,27.10483382,0.994526619,49.68159009,30869.97181,1657.305211,837.2155751,20269280.56,762,1992793.7,334.331787,2140,26188038.89,1378,996.9459771,3309688.95,1338,1309695.24,125490.99
API Generated 2021-06-11 03:23:32 +0000,6d1addbb-94b0-4476-b1b9-8183da92e5c5,2021-06-11T04:09:30.175Z,2021-06-11T04:25:11.236Z,completed,completed normal,26.30694111,0.986148029,47.56427692,31151.72251,1648.213164,813.4791061,20315325,766,1996788.94,359.8410912,2137,26191530.56,1371,1016.509172,3322135.6,1337,1318146.67,125620.35
API Generated 2021-06-10 22:31:54 +0000,b171542c-7319-426a-9dd9-36d855cb39e7,2021-06-10T22:48:19.665Z,2021-06-10T23:03:29.920Z,completed,completed normal,25.8047039,0.630615484,40.94495276,14875.07325,497.8050184,264.6293141,19503041.67,763,1787832.58,1576.982973,2082,26248316.67,1319,11143.85479,2638974.68,1339,843942.1,119486.04
API Generated 2021-06-11 06:13:14 +0000,eb12b845-4576-4ef5-b6cb-d5d9786ba887,2021-06-11T07:13:26.852Z,2021-06-11T07:28:49.917Z,completed,completed normal,29.85079908,0.551196516,49.75656627,24863.6286,432.6821293,334.2922785,20193541.67,763,1730543.62,1505.999442,2133,26187341.67,1370,10708.32898,2647333.78,1341,909590.16,124549.88
API Generated 2021-06-11 01:35:34 +0000,f3b9e62f-79df-4b50-a55a-5bd5a2db0e0a,2021-06-11T01:35:38.885Z,2021-06-11T01:51:33.755Z,completed,completed normal,20.47296727,0.38669013,46.62480399,26709.76219,1662.419397,829.9451451,20252319.44,764,1976620.78,395.7775997,2112,26207875,1348,1318.222053,3224845.15,1343,1241024.37,126617.04
API Generated 2021-06-11 03:39:06 +0000,5803e82b-635d-4193-8509-d39186600724,2021-06-11T04:25:11.395Z,2021-06-11T04:40:15.267Z,completed,completed normal,29.91436969,0.944563922,49.20662349,27630.2832,1555.556122,805.9730286,20207105.56,764,1984889.53,398.7858632,2137,26205047.22,1373,1315.102359,3270055.93,1339,1277966.4,124609.16
API Generated 2021-06-10 20:48:13 +0000,a5e401b8-999c-4400-b7b7-d0b48f8b063b,2021-06-10T21:49:14.072Z,2021-06-10T22:06:55.603Z,completed,completed normal,22.27640605,0.579899885,43.64465878,39531.94865,1298.354833,791.7414395,19685705.56,763,1888691.7,503.0726103,2101,26228688.89,1338,1855.433289,3039209.06,1336,1143317.36,121055.33
API Generated 2021-06-11 00:20:11 +0000,1746f5d2-e690-41bc-930b-a9c619e9a873,2021-06-11T01:05:53.259Z,2021-06-11T01:20:43.815Z,completed,completed normal,20.855774,0.215732331,49.37858856,38594.41461,1154.659159,823.6512319,20438688.89,763,1988523.12,491.1442993,2125,26206986.11,1362,1785.571126,3254177.13,1340,1258454.02,127362.12
API Generated 2021-06-11 01:35:34 +0000,7746684e-3b2b-4db2-a263-2ddecc784d6a,2021-06-11T01:35:37.536Z,2021-06-11T01:51:45.051Z,completed,completed normal,29.50357051,0.848046113,49.73103891,24254.23962,1613.050425,481.9576222,20191255.56,764,1874656.02,619.8464759,2137,26195250,1373,3368.230247,3053961.08,1339,1172105.05,124514.36
API Generated 2021-06-10 19:10:03 +0000,f50536e5-dd17-433b-89a4-506032de21ef,2021-06-10T19:10:07.161Z,2021-06-10T19:27:11.716Z,completed,completed normal,25.1480309,0.329057474,45.37996277,39152.39659,1423.485407,822.6630528,19810875,763,1911835.16,505.8893247,2108,26204916.67,1345,2126.29725,3061350.54,1341,1142315.37,122907.73
API Generated 2021-06-10 19:10:03 +0000,4d87a165-ff04-4c70-9366-b42c5f32b076,2021-06-10T19:42:02.733Z,2021-06-10T19:57:19.254Z,completed,completed normal,28.91833728,0.994526619,49.90862889,26063.08703,1642.287213,837.2155751,20198200,763,1985806.82,374.1724237,2134,26180216.67,1371,1024.545429,3296949.15,1342,1303942.32,124554.18
API Generated 2021-06-10 17:54:55 +0000,1c4ea06a-0915-4b5b-87d0-df7a44ce4451,2021-06-10T18:51:11.066Z,2021-06-10T19:05:27.355Z,completed,completed normal,22.49948878,0.982823859,45.90021398,34035.03043,1002.908236,215.6594352,19973261.11,764,1794408.17,1181.911858,2111,26200580.56,1347,9157.897549,2736028.38,1343,934420.21,124425.91
API Generated 2021-06-11 06:44:37 +0000,292fdce9-bce1-422a-b8a7-a826c887eb44,2021-06-11T07:29:26.408Z,2021-06-11T07:44:18.540Z,completed,completed normal,20.02260358,0.484408597,49.80809896,5185.027943,681.3483444,207.779405,20442288.89,764,1796883.85,1571.476008,2153,26192936.11,1389,12908.94521,2704575.05,1336,900491.2,127456.25
API Generated 2021-06-10 19:10:03 +0000,d35de8d5-52b1-4ed8-a70e-375f8e5a5189,2021-06-10T19:10:05.423Z,2021-06-10T19:25:42.925Z,completed,completed normal,23.68450233,0.307218108,41.587295,14384.45442,651.7009487,254.6258067,19569608.33,764,1820396.55,1427.081243,2072,26246772.22,1308,10461.02306,2698827.21,1340,871230.66,120053.08
API Generated 2021-06-11 09:47:36 +0000,6a13a3e2-912b-40f1-a297-8f30885d27aa,2021-06-11T10:32:44.747Z,2021-06-11T10:47:30.491Z,completed,completed normal,20.02373571,0.890502916,48.23640824,33392.13619,1671.846108,809.8657349,20469066.67,762,2011011.51,354.5301717,2122,26192916.67,1360,1010.150639,3334831.33,1342,1316619.82,127520.02
API Generated 2021-06-10 17:38:10 +0000,1c7a970b-c3fe-416d-885b-212cbd0185c5,2021-06-10T17:38:15.214Z,2021-06-10T17:54:58.193Z,completed,completed normal,25.87665842,0.115544319,47.86680581,37099.53182,1307.208387,466.7566564,20331008.33,762,1841866.74,818.2119016,2124,26196441.67,1362,4833.419768,2953635.6,1344,1104568.87,125964.75
API Generated 2021-06-11 09:16:38 +0000,3c6b379b-cfdc-4ef8-b5fe-bf5955d215d9,2021-06-11T10:02:25.710Z,2021-06-11T10:16:46.554Z,completed,completed normal,26.01218276,0.533859492,40.41403144,37949.81533,472.9513318,211.4096313,19512400,766,1796110.26,1560.172419,2088,26250013.89,1322,11687.93175,2638331.21,1335,835020.95,119418.21
API Generated 2021-06-11 01:35:34 +0000,2b15b2e3-499f-4e98-91b9-0054a2ada829,2021-06-11T02:05:24.571Z,2021-06-11T02:19:45.830Z,completed,completed normal,22.85921028,0.48862319,40.35454763,32057.13824,464.1103061,203.9890672,19596272.22,764,1800823.44,1718.166421,2065,26260125,1301,12807.45267,2626076.71,1338,818053.27,120280.47
API Generated 2021-06-11 03:07:03 +0000,e51e8489-f0d3-4708-8ee4-82f8719112fa,2021-06-11T03:54:04.466Z,2021-06-11T04:09:24.589Z,completed,completed normal,28.49456585,0.307894394,44.19455028,21920.46603,446.4778373,606.7422382,19633200,762,1779936.21,1163.562654,2114,26216119.44,1352,6694.720418,2739050.53,1349,951914.32,119777.34
API Generated 2021-06-11 06:13:14 +0000,4bc37815-8008-4911-a60d-53072a42768d,2021-06-11T06:45:57.082Z,2021-06-11T07:00:06.776Z,completed,completed normal,20.3201206,0.614194199,40.3482841,33408.08113,454.9700376,209.2569741,19642380.56,764,1806213.05,1704.107303,2087,26249597.22,1323,12627.38187,2635085.43,1338,821672.38,120616.05
API Generated 2021-06-11 07:45:31 +0000,1c1d42e7-34c9-40db-9bb9-90bc24f17b04,2021-06-11T07:45:35.649Z,2021-06-11T08:01:44.744Z,completed,completed normal,29.48986717,0.443207526,41.07533999,23976.42989,472.4081403,244.0159862,19886100,763,1805909.44,1463.659874,2072,26240838.89,1309,11082.64917,2694679.23,1340,881569.79,121572.3
API Generated 2021-06-10 17:54:20 +0000,342ee5c3-5041-4159-9819-f0e4e6fa0bcc,2021-06-10T18:39:18.602Z,2021-06-10T18:54:17.931Z,completed,completed normal,22.80492721,0.460538879,45.35091385,28529.70787,825.4484385,653.8208735,19908558.33,763,1918747.31,613.1656533,2106,26202138.89,1343,3111.621779,3049733.8,1344,1123786.49,123593.5
API Generated 2021-06-11 03:07:03 +0000,d64ac569-e841-4700-82a8-7cf0fb46ad41,2021-06-11T03:07:04.688Z,2021-06-11T03:23:11.931Z,completed,completed normal,29.92951696,0.112034718,40.81203216,32282.16382,789.7403233,285.500842,20136133.33,762,1821470.12,1211.388218,2297,26250375,1535,9181.525862,2787602.1,1729,958931.98,122163.67
API Generated 2021-06-11 04:40:31 +0000,03a18a9f-650e-4ba1-be8a-6fcaafb10b27,2021-06-11T04:57:14.098Z,2021-06-11T05:12:31.054Z,completed,completed normal,29.32029173,0.886549152,49.85821173,39407.97209,697.0152857,481.9576222,20210072.22,762,1687478.81,1285.181833,2126,26195513.89,1364,7443.603046,2651850.79,1341,957171.98,124735.44
API Generated 2021-06-11 06:13:14 +0000,736b0ac1-df86-4503-b561-b4a62d8ec8d6,2021-06-11T06:13:17.979Z,2021-06-11T06:29:36.242Z,completed,completed normal,25.06158992,0.994526619,45.56555587,34944.10299,1667.102706,837.2155751,19868027.78,763,1927549.23,397.9350382,2113,26194669.44,1350,1424.00015,3143153.64,1340,1208404.41,123419.77
API Generated 2021-06-11 09:16:38 +0000,38976efd-5ba0-4142-abd8-4f8eb29a7bbd,2021-06-11T09:32:58.428Z,2021-06-11T09:48:07.832Z,completed,completed normal,29.33395146,0.147070379,45.82290956,14520.65594,923.1742492,700.385132,19882575,764,1871152.99,706.560527,2213,26202736.11,1449,3580.010181,3021564.26,1525,1143211.27,120879.58
API Generated 2021-06-10 23:03:52 +0000,b83aeb58-8ee2-4bcf-9b50-0259db86a5fb,2021-06-10T23:48:57.405Z,2021-06-11T00:03:40.932Z,completed,completed normal,22.29069006,0.348546765,45.00209471,21448.32829,1097.455549,427.1284408,19843447.22,763,1873285.45,854.8574661,2090,26203233.33,1327,5468.048113,2897890.83,1340,1017405.38,122905.67
API Generated 2021-06-10 17:38:10 +0000,b92f6903-98c5-4ddd-bac1-e9fa81946def,2021-06-10T18:24:52.118Z,2021-06-10T18:39:53.760Z,completed,completed normal,24.82217649,0.579740326,45.13534471,16117.00853,742.1485916,752.7638746,19804155.56,765,1885027.77,649.6379795,2116,26207436.11,1351,3181.713208,3000836.44,1340,1108608.67,122492.84
API Generated 2021-06-10 19:10:03 +0000,ef6e2b20-2f71-409f-bad1-340955718524,2021-06-10T19:26:52.047Z,2021-06-10T19:42:02.754Z,completed,completed normal,29.77212521,0.385880686,40.24347944,16850.50554,1300.42969,374.0593462,20019027.78,764,1843888.25,966.5112069,2081,26233791.67,1317,7399.100969,2853416.01,1351,1002327.75,122503.05
API Generated 2021-06-11 00:03:52 +0000,474f1333-852f-4cf6-a180-52cf9dea0bde,2021-06-11T00:35:02.657Z,2021-06-11T00:49:23.416Z,completed,completed normal,27.1805803,0.496267648,40.86895925,39551.46608,1311.280657,818.0375635,19458627.78,764,1860142.79,563.5252561,2086,26252611.11,1322,2300.373745,2969610.8,1341,1102268.01,119070.5
API Generated 2021-06-11 09:16:38 +0000,ae4152d8-3ba1-48f1-9377-3bdd71191426,2021-06-11T10:03:46.330Z,2021-06-11T10:18:25.079Z,completed,completed normal,27.12511074,0.804405377,49.56530816,31867.86604,760.3583753,225.2770452,20262972.22,767,1750433.28,1508.257775,2149,26200955.56,1382,12143.47683,2654164.72,1342,896531.44,125422.48
API Generated 2021-06-11 01:35:34 +0000,f532708d-1181-4fca-ab05-09f595e9b59c,2021-06-11T01:35:35.859Z,2021-06-11T01:51:33.707Z,completed,completed normal,29.93305065,0.994526619,41.07705125,35816.89712,1531.126837,837.2155751,20083158.33,765,1941338,399.9131298,2068,26242925,1303,1579.132113,3162137.28,1340,1213599.27,123341.77
API Generated 2021-06-11 04:40:31 +0000,523118fa-3ba9-44fe-bff7-5c39d1ef85a9,2021-06-11T04:57:24.415Z,2021-06-11T05:12:23.687Z,completed,completed normal,26.46065161,0.874572073,40.54739092,30620.59218,1328.227916,783.0620513,19494569.44,764,1862727.95,583.3322609,2089,26254708.33,1325,2458.981495,2981044.12,1333,1111116.16,119171.34
API Generated 2021-06-11 00:35:25 +0000,e9702dcb-c5d5-45d7-9151-4b71038b4d43,2021-06-11T01:20:01.586Z,2021-06-11T01:34:29.556Z,completed,completed normal,21.80742653,0.460940475,43.9282308,26421.79063,423.8448147,628.5847607,19713141.67,764,1812992.98,988.5839715,2110,26223580.56,1346,5013.25866,2810351.04,1339,990158.06,121327.52
API Generated 2021-06-10 17:38:10 +0000,2634599f-a033-43bb-8576-2461e667b6d1,2021-06-10T18:09:06.999Z,2021-06-10T18:24:21.165Z,completed,completed normal,28.91949293,0.841496674,45.66327116,30981.51273,1077.887895,716.697334,19890744.44,763,1906626.27,625.6209018,2107,26208869.44,1344,3104.800997,3034461.49,1337,1120635.22,122542.63
API Generated 2021-06-11 00:35:30 +0000,d58f8126-e5c3-43ec-97c8-1dd4d7d4d895,2021-06-11T01:20:23.450Z,2021-06-11T01:35:00.915Z,completed,completed normal,23.02731938,0.379763166,49.66726011,10701.7952,952.8021836,475.5638825,20385977.78,763,1780332.13,1031.269275,2128,26189950,1365,6027.871985,2820979.41,1340,1033447.28,126821.6
